id,x,y,z,dest,phase,AuRec,AuFA,tons,co3,orgc,sulf,Mcost,Pcost,Tcost,Tvalue,Bvalue,rc_Stockpile,rc_RockChar,blockvalue,destination,period
45507,36,41,37,4,3,0.0,0.02489,2406.01492,2.5,0.1,3.8,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,5
45508,36,42,37,4,3,0.0,0.02412,2406.01492,2.3,0.3,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45509,36,43,37,4,3,0.0,0.01784,2406.01492,2.0,0.3,3.8,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45510,36,44,37,4,3,0.0,0.01078,2406.01492,1.9,0.3,3.7,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,5
45511,36,45,37,4,3,0.0,0.01025,2406.01492,1.6,0.3,3.6,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,5
45512,36,46,37,4,3,0.0,0.00641,2406.01492,1.5,0.2,3.3,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,7
45513,36,47,37,4,3,0.0,0.00747,2406.01492,7.6,0.5,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45514,36,48,37,4,3,0.0,0.00687,2406.01492,7.0,0.5,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45515,36,49,37,4,3,0.0,0.00681,2406.01492,6.5,0.4,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45516,36,50,37,4,3,0.0,0.00702,2406.01492,6.4,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45517,36,51,37,4,3,0.0,0.0068,2406.01492,6.0,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45518,36,52,37,4,3,0.0,0.00492,2406.01492,6.0,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45519,36,53,37,4,3,0.0,0.00409,2406.01492,6.1,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45520,36,54,37,4,3,0.0,0.00293,2406.01492,6.3,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45521,36,55,37,4,3,0.0,0.00214,2406.01492,6.4,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45522,36,56,37,4,3,0.0,0.0,2406.01492,6.6,0.4,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,4
45523,36,57,37,4,3,0.0,0.0,2406.01492,7.7,0.4,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45524,36,58,37,4,3,0.0,0.0,2406.01492,9.8,0.4,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45525,36,59,37,4,3,0.0,0.0,2406.01492,9.9,0.4,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45526,36,60,37,4,3,0.0,0.0005,2406.01492,11.2,0.4,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,7
45527,36,61,37,4,3,0.0,0.0005,2406.01492,10.0,0.4,1.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,7
45528,36,62,37,4,3,0.0,0.0,2406.01492,9.6,0.4,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,7
45529,37,8,37,4,3,0.0,0.00594,2406.01492,5.8,0.3,4.9,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45530,37,9,37,4,3,0.0,0.00613,2406.01492,5.8,0.3,4.9,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45531,37,10,37,4,3,0.0,0.00704,2406.01492,7.1,0.3,4.8,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45532,37,11,37,4,3,0.0,0.00972,2406.01492,9.1,0.3,3.8,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45533,37,12,37,4,3,0.0,0.0098,2406.01492,6.0,0.3,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45534,37,13,37,4,3,0.0,0.01602,2406.01492,6.0,0.3,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45535,37,14,37,4,3,0.0,0.02641,2406.01492,5.9,0.3,3.5,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45536,37,23,37,4,3,0.0,0.01906,2406.01492,4.3,0.4,2.2,1.901,0.033,0.0,-1.934,-4653,1,ag,-4653,4,
45537,37,26,37,4,3,0.0,0.05417,2406.01492,0.6,0.7,2.9,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45538,37,27,37,4,3,0.0,0.0504,2406.01492,0.6,0.7,2.9,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45539,37,35,37,4,3,0.0,0.02633,2406.01492,4.8,0.2,3.3,1.901,0.033,0.0,-1.934,-4653,1,ag,-4653,4,6
45540,37,36,37,4,3,0.0,0.01613,2406.01492,9.9,0.1,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45541,37,37,37,4,3,0.0,0.02062,2406.01492,4.4,0.2,3.4,1.901,0.033,0.0,-1.934,-4653,1,ag,-4653,4,3
45542,37,38,37,4,3,0.0,0.02168,2406.01492,3.4,0.2,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45543,37,39,37,4,3,0.0,0.02208,2406.01492,2.9,0.2,4.0,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45544,37,40,37,4,3,0.0,0.02844,2406.01492,2.6,0.2,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45545,37,41,37,4,3,0.0,0.02767,2406.01492,2.3,0.2,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,2
45546,37,42,37,4,3,0.0,0.01807,2406.01492,2.1,0.3,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,2
45547,37,43,37,4,3,0.0,0.01177,2406.01492,1.9,0.2,3.7,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45548,37,44,37,4,3,0.0,0.00966,2406.01492,12.6,0.5,1.4,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,3
45549,37,45,37,4,3,0.0,0.00605,2406.01492,11.3,0.5,1.3,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45550,37,46,37,4,3,0.0,0.00789,2406.01492,9.6,0.4,1.4,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45551,37,47,37,4,3,0.0,0.00552,2406.01492,7.6,0.5,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45552,37,48,37,4,3,0.0,0.00579,2406.01492,6.7,0.2,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45553,37,49,37,4,3,0.0,0.00466,2406.01492,6.4,0.3,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45554,37,50,37,4,3,0.0,0.0049,2406.01492,6.0,0.3,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45555,37,51,37,4,3,0.0,0.00468,2406.01492,6.0,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45556,37,52,37,4,3,0.0,0.0035,2406.01492,6.0,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45557,37,53,37,4,3,0.0,0.00441,2406.01492,6.2,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45558,37,54,37,4,3,0.0,0.00439,2406.01492,6.3,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45559,37,55,37,4,3,0.0,0.0,2406.01492,7.1,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45560,37,56,37,4,3,0.0,0.0,2406.01492,7.4,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45561,37,57,37,4,3,0.0,0.0,2406.01492,8.5,0.4,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45562,37,58,37,4,3,0.0,0.0,2406.01492,10.3,0.4,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45563,37,59,37,4,3,0.0,0.0,2406.01492,10.1,0.4,1.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,4
45564,37,60,37,4,3,0.0,0.0005,2406.01492,10.4,0.4,1.4,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45565,37,61,37,4,3,0.0,0.0005,2406.01492,8.9,0.4,1.3,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45566,37,62,37,4,3,0.0,0.00089,2406.01492,8.8,0.4,1.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45567,37,63,37,4,3,0.0,0.00076,2406.01492,10.6,0.4,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,7
45568,38,7,37,4,3,0.0,0.00498,2406.01492,9.9,0.4,3.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45569,38,8,37,4,3,0.0,0.00611,2406.01492,7.1,0.3,4.9,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45570,38,9,37,4,3,0.0,0.006,2406.01492,7.1,0.3,4.5,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45571,38,10,37,4,3,0.0,0.0062,2406.01492,5.9,0.3,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45572,38,11,37,4,3,0.0,0.00932,2406.01492,5.7,0.4,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45573,38,12,37,4,3,0.0,0.00876,2406.01492,6.0,0.4,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45574,38,13,37,4,3,0.0,0.01641,2406.01492,6.0,0.3,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45575,38,21,37,4,3,0.0,0.02547,2406.01492,3.6,0.4,4.4,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,
45576,38,22,37,4,3,0.0,0.02499,2406.01492,4.6,0.4,4.4,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45577,38,23,37,4,3,0.0,0.02324,2406.01492,16.0,0.2,1.0,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45578,38,25,37,4,3,0.0,0.04708,2406.01492,0.6,0.7,2.9,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45579,38,26,37,4,3,0.0,0.04417,2406.01492,0.3,0.7,2.6,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45580,38,27,37,4,3,0.0,0.05229,2406.01492,0.3,0.7,2.6,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45581,38,34,37,4,3,0.0,0.02276,2406.01492,2.7,0.3,4.7,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,3
45582,38,35,37,4,3,0.0,0.01596,2406.01492,3.6,0.2,4.0,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45583,38,36,37,4,3,0.0,0.01909,2406.01492,4.3,0.2,3.5,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,1
45584,38,37,37,4,3,0.0,0.02006,2406.01492,3.7,0.2,3.7,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45585,38,38,37,4,3,0.0,0.02275,2406.01492,2.9,0.2,4.0,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45586,38,39,37,4,3,0.0,0.02946,2406.01492,2.4,0.2,4.2,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45587,38,40,37,4,3,0.0,0.0298,2406.01492,2.4,0.2,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,2
45588,38,41,37,4,3,0.0,0.02178,2406.01492,11.7,0.5,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45589,38,42,37,4,3,0.0,0.01527,2406.01492,12.1,0.5,1.6,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,2
45590,38,43,37,4,3,0.0,0.0063,2406.01492,14.4,0.5,1.4,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,2
45591,38,44,37,4,3,0.0,0.00543,2406.01492,16.5,0.5,1.2,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,2
45592,38,45,37,4,3,0.0,0.00615,2406.01492,13.5,0.4,1.3,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,2
45593,38,46,37,4,3,0.0,0.00533,2406.01492,9.9,0.3,1.4,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45594,38,47,37,4,3,0.0,0.00602,2406.01492,7.3,0.3,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45595,38,48,37,4,3,0.0,0.00502,2406.01492,2.0,0.3,3.0,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,3
45596,38,49,37,4,3,0.0,0.00412,2406.01492,5.9,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45597,38,50,37,4,3,0.0,0.0043,2406.01492,6.0,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45598,38,51,37,4,3,0.0,0.00459,2406.01492,6.1,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45599,38,52,37,4,3,0.0,0.0064,2406.01492,6.2,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45600,38,53,37,4,3,0.0,0.00645,2406.01492,6.3,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45601,38,54,37,4,3,0.0,0.0066,2406.01492,7.0,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45602,38,55,37,4,3,0.0,0.00463,2406.01492,7.2,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45603,38,56,37,4,3,0.0,0.00131,2406.01492,7.8,0.4,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45604,38,57,37,4,3,0.0,0.0,2406.01492,8.2,0.4,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45605,38,58,37,4,3,0.0,0.0,2406.01492,9.6,0.4,1.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45606,38,59,37,4,3,0.0,0.0005,2406.01492,9.8,0.4,1.4,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45607,38,60,37,4,3,0.0,0.00077,2406.01492,11.8,0.4,1.3,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45608,38,61,37,4,3,0.0,0.00069,2406.01492,10.5,0.4,1.3,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45609,38,62,37,4,3,0.0,0.00078,2406.01492,10.6,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,4
45610,38,63,37,4,3,0.0,0.00072,2406.01492,10.7,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45611,38,64,37,4,3,0.0,0.00094,2406.01492,11.3,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,5
45612,39,6,37,4,3,0.0,0.0079,2406.01492,10.4,0.4,2.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45613,39,7,37,4,3,0.0,0.0072,2406.01492,10.4,0.4,2.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45614,39,8,37,4,3,0.0,0.0069,2406.01492,6.5,0.3,4.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45615,39,9,37,4,3,0.0,0.00605,2406.01492,6.5,0.3,4.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45616,39,10,37,4,3,0.0,0.00687,2406.01492,5.8,0.3,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45617,39,11,37,4,3,0.0,0.00851,2406.01492,5.8,0.4,3.5,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45618,39,12,37,4,3,0.0,0.01034,2406.01492,5.7,0.4,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45619,39,13,37,4,3,0.0,0.01779,2406.01492,5.7,0.4,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45620,39,14,37,4,3,0.0,0.02639,2406.01492,5.6,0.5,3.7,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45621,39,19,37,4,3,0.0,0.02726,2406.01492,1.0,0.6,2.6,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,
45622,39,20,37,4,3,0.0,0.02395,2406.01492,4.8,0.4,2.9,1.901,0.033,0.0,-1.934,-4653,1,ag,-4653,4,
45623,39,23,37,4,3,0.0,0.0402,2406.01492,15.0,0.2,1.3,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45624,39,25,37,4,3,0.0,0.05737,2406.01492,0.7,0.7,2.9,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45625,39,33,37,4,3,0.0,0.02896,2406.01492,2.3,0.4,4.0,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45626,39,34,37,4,3,0.0,0.01498,2406.01492,1.1,0.6,3.2,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,1
45627,39,35,37,4,3,0.0,0.01499,2406.01492,2.6,0.5,4.1,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45628,39,36,37,4,3,0.0,0.02078,2406.01492,2.6,0.2,4.4,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45629,39,49,37,4,3,0.0,0.00305,2406.01492,2.3,0.5,2.8,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,2
45630,39,50,37,4,3,0.0,0.00432,2406.01492,2.3,0.5,2.7,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,2
45631,39,51,37,4,3,0.0,0.00565,2406.01492,6.7,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45632,39,52,37,4,3,0.0,0.00564,2406.01492,2.4,0.5,2.6,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,2
45633,39,53,37,4,3,0.0,0.00604,2406.01492,6.5,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45634,39,54,37,4,3,0.0,0.00606,2406.01492,7.4,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45635,39,55,37,4,3,0.0,0.00193,2406.01492,7.7,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45636,39,56,37,4,3,0.0,0.0,2406.01492,8.0,0.4,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45637,39,57,37,4,3,0.0,0.0,2406.01492,9.2,0.4,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45638,39,58,37,4,3,0.0,0.0,2406.01492,11.1,0.4,1.4,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45639,39,59,37,4,3,0.0,0.00071,2406.01492,11.7,0.2,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45640,39,60,37,4,3,0.0,0.0007,2406.01492,11.3,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45641,39,61,37,4,3,0.0,0.00081,2406.01492,10.7,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45642,39,62,37,4,3,0.0,0.00105,2406.01492,10.7,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45643,39,63,37,4,3,0.0,0.001,2406.01492,11.1,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45644,39,64,37,4,3,0.0,0.00118,2406.01492,11.1,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45645,39,65,37,4,3,0.0,0.00149,2406.01492,10.5,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,4
45646,40,6,37,4,3,0.0,0.00866,2406.01492,10.9,0.4,2.1,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45647,40,7,37,4,3,0.0,0.0069,2406.01492,10.9,0.4,2.1,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45648,40,8,37,4,3,0.0,0.00449,2406.01492,11.6,0.3,2.1,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45649,40,9,37,4,3,0.0,0.00682,2406.01492,11.8,0.3,2.1,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45650,40,10,37,4,3,0.0,0.00617,2406.01492,12.1,0.3,2.0,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45651,40,11,37,4,3,0.0,0.00595,2406.01492,12.7,0.3,1.9,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45652,40,12,37,4,3,0.0,0.01779,2406.01492,5.8,0.4,3.5,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45653,40,13,37,4,3,0.0,0.02202,2406.01492,5.7,0.4,3.5,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45654,40,14,37,4,3,0.0,0.01934,2406.01492,5.8,0.5,3.7,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45655,40,15,37,4,3,0.0,0.02032,2406.01492,5.8,0.5,3.8,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45656,40,16,37,4,3,0.0,0.02471,2406.01492,3.7,0.7,3.7,1.901,0.033,0.0,-1.934,-4653,8,ag,-4653,4,
45657,40,17,37,4,3,0.0,0.02094,2406.01492,2.2,0.2,3.9,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,
45658,40,19,37,4,3,0.0,0.02889,2406.01492,0.6,0.2,4.2,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,
45659,40,27,37,4,3,0.0,0.02992,2406.01492,0.5,0.3,4.6,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,1
45660,40,51,37,4,3,0.0,0.00548,2406.01492,2.1,0.5,2.6,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,2
45661,40,52,37,4,3,0.0,0.00533,2406.01492,2.7,0.5,2.7,1.901,0.033,0.0,-1.934,-4653,4,ag,-4653,4,2
45662,40,53,37,4,3,0.0,0.00748,2406.01492,7.3,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45663,40,54,37,4,3,0.0,0.00481,2406.01492,7.5,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45664,40,55,37,4,3,0.0,0.00193,2406.01492,7.9,0.5,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45665,40,56,37,4,3,0.0,0.0,2406.01492,8.4,0.3,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45666,40,57,37,4,3,0.0,0.0,2406.01492,9.5,0.2,1.5,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45667,40,58,37,4,3,0.0,0.0013,2406.01492,11.3,0.2,1.3,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45668,40,59,37,4,3,0.0,0.00124,2406.01492,11.7,0.2,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45669,40,60,37,4,3,0.0,0.00134,2406.01492,11.2,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45670,40,61,37,4,3,0.0,0.00112,2406.01492,11.1,0.4,1.1,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45671,40,62,37,4,3,0.0,0.00153,2406.01492,11.1,0.7,1.2,1.901,0.033,0.0,-1.934,-4653,7,an,-4653,4,3
45672,40,63,37,4,3,0.0,0.00127,2406.01492,11.1,0.7,1.2,1.901,0.033,0.0,-1.934,-4653,7,an,-4653,4,3
45673,40,64,37,4,3,0.0,0.00152,2406.01492,11.1,0.5,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45674,40,65,37,4,3,0.0,0.00199,2406.01492,10.7,0.5,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,3
45675,40,66,37,4,3,0.0,0.0,2406.01492,10.2,0.4,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,4
45676,41,6,37,4,3,0.0,0.00979,2406.01492,11.6,0.2,1.7,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45677,41,7,37,4,3,0.0,0.00711,2406.01492,11.6,0.2,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,
45678,41,8,37,4,3,0.0,0.01079,2406.01492,12.5,0.3,1.8,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45679,41,9,37,4,3,0.0,0.00634,2406.01492,12.7,0.3,1.8,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45680,41,10,37,4,3,0.0,0.00634,2406.01492,13.0,0.3,1.8,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45681,41,11,37,4,3,0.0,0.01615,2406.01492,13.3,0.3,1.9,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45682,41,12,37,4,3,0.0,0.01801,2406.01492,13.0,0.3,1.8,1.901,0.033,0.0,-1.934,-4653,6,an,-4653,4,
45683,41,13,37,4,3,0.0,0.01394,2406.01492,5.7,0.4,3.6,1.901,0.033,0.0,-1.934,-4653,2,ag,-4653,4,
45684,41,14,37,4,3,0.0,0.01945,2406.01492,5.8,0.5,3.7,1.901,0.033,0.0,-1.934,-4653,1,bf,-4653,4,
45685,41,15,37,4,3,0.0,0.01598,2406.01492,5.7,0.5,2.7,1.901,0.033,0.0,-1.934,-4653,1,ag,-4653,4,
45686,41,16,37,4,3,0.0,0.01288,2406.01492,3.8,0.4,3.7,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,
45687,41,17,37,4,3,0.0,0.02344,2406.01492,1.8,0.4,5.2,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,
45688,41,18,37,4,3,0.0,0.02545,2406.01492,0.9,0.3,5.3,1.901,0.033,0.0,-1.934,-4653,3,ag,-4653,4,
45689,41,53,37,4,3,0.0,0.00482,2406.01492,7.4,0.4,2.0,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45690,41,54,37,4,3,0.0,0.00394,2406.01492,7.6,0.4,1.9,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45691,41,55,37,4,3,0.0,0.00085,2406.01492,8.1,0.4,1.8,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45692,41,56,37,4,3,0.0,0.00056,2406.01492,8.4,0.3,1.6,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45693,41,57,37,4,3,0.0,0.00142,2406.01492,10.5,0.2,1.4,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45694,41,58,37,4,3,0.0,0.00131,2406.01492,11.7,0.2,1.1,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45695,41,59,37,4,3,0.0,0.00148,2406.01492,11.2,0.2,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
45696,41,60,37,4,3,0.0,0.00184,2406.01492,10.7,0.5,1.2,1.901,0.033,0.0,-1.934,-4653,1,an,-4653,4,2
