id,x,y,z,tonn,blockvalue,destination,au,ag,cu,period
15541,21,11,38,3978.0,-7001,0,0.017,0.975,0.032,
15542,22,11,38,3978.0,-7001,0,0.012,0.975,0.031,
15543,23,11,38,4056.0,-7138,0,0.007,0.975,0.047,
15544,24,11,38,4055.99,-7138,0,0.01,0.975,0.032,
15545,25,11,38,4555.2,18367,1,0.025,1.046,0.141,5
15546,26,11,38,4555.2,-8017,0,0.026,1.046,0.19,5
15547,27,11,38,4914.0,55983,1,0.037,1.046,0.166,5
15548,28,11,38,4914.0,80256,1,0.042,1.046,0.285,4
15549,29,11,38,4914.0,74755,1,0.039,1.046,0.295,4
15550,30,11,38,4914.0,43192,1,0.03,1.046,0.179,4
15551,31,11,38,4914.0,28764,1,0.029,1.046,0.083,
15552,13,12,38,3120.0,-4087,1,0.0,1.108,0.0,
15553,14,12,38,3120.0,-4087,1,0.0,1.108,0.0,
15554,15,12,38,3120.0,-4087,1,0.0,1.108,0.0,
15555,16,12,38,3978.0,-7001,0,0.007,0.975,0.017,
15556,17,12,38,3978.0,-7001,0,0.006,0.975,0.021,
15557,18,12,38,3978.0,-7001,0,0.004,0.975,0.027,
15558,19,12,38,3978.0,-7001,0,0.005,0.975,0.023,
15559,20,12,38,3977.99,-7001,0,0.008,0.975,0.02,
15560,21,12,38,3978.0,-7001,0,0.012,0.975,0.032,
15561,22,12,38,3977.99,-7001,0,0.01,0.975,0.032,
15562,23,12,38,4056.0,-7138,0,0.007,0.975,0.041,5
15563,24,12,38,4055.99,-7138,0,0.008,0.975,0.024,5
15564,25,12,38,4555.2,7392,1,0.022,1.046,0.028,5
15565,26,12,38,4555.2,-8017,0,0.033,1.046,0.0,5
15566,27,12,38,4914.0,89023,1,0.052,1.046,0.194,4
15567,28,12,38,4914.0,77715,1,0.043,1.046,0.257,4
15568,29,12,38,4914.0,65939,1,0.034,1.046,0.3,4
15569,30,12,38,4914.0,39837,1,0.028,1.046,0.193,4
15570,31,12,38,4914.0,22333,1,0.025,1.046,0.104,4
15571,32,12,38,4914.0,17737,1,0.025,1.046,0.064,5
15572,33,12,38,4914.0,26956,1,0.028,1.046,0.085,5
15573,34,12,38,4914.0,34298,1,0.03,1.046,0.115,5
15574,11,13,38,3120.0,-4087,1,0.0,1.108,0.0,
15575,12,13,38,3120.0,-4087,1,0.0,1.108,0.0,
15576,13,13,38,3120.0,-4087,1,0.0,1.108,0.0,
15577,14,13,38,3120.0,-4087,1,0.0,1.108,0.0,
15578,15,13,38,3978.0,-7001,0,0.0,0.975,0.012,
15579,16,13,38,3978.0,-7001,0,0.007,0.975,0.02,
15580,17,13,38,3978.0,-7001,0,0.005,0.975,0.027,
15581,18,13,38,3978.0,-7001,0,0.004,0.975,0.031,
15582,19,13,38,3978.0,-7001,0,0.006,0.975,0.02,
15583,20,13,38,4056.0,-7138,0,0.007,0.975,0.013,
15584,21,13,38,3977.99,-7001,0,0.009,0.975,0.031,
15585,22,13,38,3977.99,-7001,0,0.008,0.975,0.061,5
15586,23,13,38,3978.0,-7001,0,0.007,0.975,0.032,5
15587,24,13,38,4056.0,-7138,0,0.007,0.975,0.021,5
15588,25,13,38,4555.2,8329,1,0.022,1.046,0.052,5
15589,26,13,38,4914.0,54830,1,0.041,1.046,0.093,4
15590,27,13,38,4914.0,85479,1,0.056,1.046,0.084,4
15591,28,13,38,4914.0,70173,1,0.039,1.046,0.262,4
15592,29,13,38,4914.0,48801,1,0.03,1.046,0.235,4
15593,30,13,38,4914.0,30739,1,0.025,1.046,0.18,4
15594,31,13,38,4914.0,22109,1,0.025,1.046,0.107,4
15595,32,13,38,4914.0,17264,1,0.025,1.046,0.064,4
15596,33,13,38,4914.0,25544,1,0.029,1.046,0.07,4
15597,34,13,38,4914.0,20393,1,0.026,1.046,0.071,4
15598,35,13,38,4290.0,6389,1,0.017,0.824,0.164,4
15599,36,13,38,4290.0,10952,1,0.017,0.824,0.226,3
15600,37,13,38,4290.0,21600,1,0.018,0.824,0.291,2
15601,38,13,38,4290.0,24919,1,0.018,0.824,0.312,2
15602,9,14,38,3120.0,-4087,1,0.0,1.108,0.0,
15603,10,14,38,3120.0,-4087,1,0.0,1.108,0.0,
15604,11,14,38,3120.0,-4087,1,0.0,1.108,0.0,
15605,12,14,38,3120.0,-4087,1,0.0,1.108,0.0,
15606,13,14,38,3120.0,-4087,1,0.0,1.108,0.0,
15607,14,14,38,3978.0,-7001,0,0.0,0.975,0.008,
15608,15,14,38,3978.0,-7001,0,0.0,0.975,0.01,
15609,16,14,38,3978.0,-7001,0,0.0,0.975,0.017,
15610,17,14,38,3978.0,-7001,0,0.005,0.975,0.03,
15611,18,14,38,3978.0,-7001,0,0.004,0.975,0.031,
15612,19,14,38,3978.0,-7001,0,0.003,0.975,0.019,
15613,20,14,38,4056.0,-7138,0,0.007,0.975,0.009,
15614,21,14,38,4055.99,-7138,0,0.008,0.975,0.033,5
15615,22,14,38,3978.0,-7001,0,0.007,0.975,0.033,5
15616,23,14,38,3977.99,-7001,0,0.008,0.975,0.027,5
15617,24,14,38,4056.0,-7138,0,0.007,0.975,0.024,5
15618,25,14,38,4056.0,12250,1,0.026,0.975,0.054,5
15619,26,14,38,4914.0,66615,1,0.048,1.046,0.078,4
15620,27,14,38,4914.0,89653,1,0.052,1.046,0.183,4
15621,28,14,38,4914.0,68313,1,0.041,1.046,0.203,4
15622,29,14,38,4914.0,42670,1,0.031,1.046,0.166,4
15623,30,14,38,4914.0,23234,1,0.023,1.046,0.135,4
15624,31,14,38,4914.0,17166,1,0.022,1.046,0.102,4
15625,32,14,38,4914.0,12294,1,0.022,1.046,0.063,4
15626,33,14,38,4914.0,10375,1,0.021,1.046,0.065,4
15627,34,14,38,4914.0,14465,1,0.023,1.046,0.063,4
15628,35,14,38,4290.0,-970,1,0.015,0.824,0.134,
15629,36,14,38,4290.0,3334,1,0.015,0.824,0.178,5
15630,37,14,38,4290.0,10281,1,0.017,0.824,0.197,3
15631,38,14,38,4290.0,19972,1,0.018,0.824,0.278,2
15632,39,14,38,4290.0,19322,1,0.021,0.824,0.221,1
15633,40,14,38,4290.0,20435,1,0.019,0.824,0.28,3
15634,41,14,38,4290.0,5644,1,0.017,0.824,0.17,4
15635,8,15,38,3120.0,-4087,1,0.0,1.108,0.0,
15636,9,15,38,3120.0,-4087,1,0.0,1.108,0.0,
15637,10,15,38,3120.0,-4087,1,0.0,1.108,0.0,
15638,11,15,38,3120.0,-4087,1,0.0,1.108,0.0,
15639,12,15,38,3120.0,-4087,1,0.0,1.108,0.0,
15640,13,15,38,3978.0,-7001,0,0.0,0.975,0.005,
15641,14,15,38,3978.0,-7001,0,0.0,0.975,0.005,
15642,15,15,38,3978.0,-7001,0,0.0,0.975,0.008,
15643,16,15,38,3978.0,-7001,0,0.0,0.975,0.014,
15644,17,15,38,3978.0,-7001,0,0.0,0.975,0.031,
15645,18,15,38,3978.0,-7001,0,0.004,0.975,0.031,
15646,19,15,38,3978.0,-7001,0,0.003,0.975,0.014,
15647,20,15,38,4056.0,-7138,0,0.007,0.975,0.009,
15648,21,15,38,4056.0,-7138,0,0.007,0.975,0.031,5
15649,22,15,38,4055.99,-7138,0,0.008,0.975,0.044,5
15650,23,15,38,3978.0,-7001,0,0.006,0.975,0.02,5
15651,24,15,38,4056.0,-7138,0,0.007,0.975,0.028,5
15652,25,15,38,4055.99,-7138,0,0.008,0.975,0.06,5
15653,26,15,38,4914.0,90456,1,0.052,1.046,0.216,4
15654,27,15,38,4914.0,119296,1,0.065,1.046,0.218,4
15655,28,15,38,4914.0,70520,1,0.043,1.046,0.19,4
15656,29,15,38,4914.0,26902,1,0.028,1.046,0.083,4
15657,30,15,38,4914.0,17838,1,0.023,1.046,0.094,4
15658,31,15,38,4914.0,20366,1,0.024,1.046,0.102,4
15659,32,15,38,4914.0,18470,1,0.023,1.046,0.109,4
15660,33,15,38,4914.0,5162,1,0.019,1.046,0.067,5
15661,34,15,38,4914.0,15001,1,0.024,1.046,0.053,4
15662,35,15,38,4290.0,-3582,1,0.015,0.824,0.117,
15663,36,15,38,4290.0,2313,1,0.016,0.824,0.163,5
15664,37,15,38,4290.0,4872,1,0.017,0.824,0.147,4
15665,38,15,38,4290.0,9768,1,0.017,0.824,0.192,3
15666,39,15,38,4290.0,9774,1,0.019,0.824,0.181,3
15667,40,15,38,4290.0,11939,1,0.017,0.824,0.235,3
15668,41,15,38,4290.0,273,1,0.016,0.824,0.142,5
15669,8,16,38,3120.0,-4087,1,0.0,1.108,0.0,
15670,9,16,38,3120.0,-4087,1,0.0,1.108,0.0,
15671,10,16,38,3120.0,-4087,1,0.0,1.108,0.0,
15672,11,16,38,3120.0,-4087,1,0.0,1.108,0.0,
15673,12,16,38,3978.0,-7001,0,0.0,0.975,0.012,
15674,13,16,38,3978.0,-7001,0,0.0,0.975,0.008,
15675,14,16,38,3978.0,-7001,0,0.0,0.975,0.004,
15676,15,16,38,3978.0,-7001,0,0.0,0.975,0.005,
15677,16,16,38,3978.0,-7001,0,0.0,0.975,0.008,
15678,17,16,38,3978.0,-7001,0,0.0,0.975,0.029,
15679,18,16,38,3978.0,-7001,0,0.0,0.975,0.026,
15680,19,16,38,4056.0,-7138,0,0.0,0.975,0.009,
15681,20,16,38,4056.0,-7138,0,0.004,0.975,0.009,
15682,21,16,38,4055.99,-7138,0,0.008,0.975,0.033,5
15683,22,16,38,4055.99,-7138,0,0.008,0.975,0.059,5
15684,23,16,38,4056.0,-7138,0,0.006,0.975,0.034,5
15685,24,16,38,4056.0,-7138,0,0.007,0.975,0.018,5
15686,25,16,38,4056.0,-7138,0,0.007,0.975,0.012,4
15687,26,16,38,4914.0,104691,1,0.059,1.046,0.203,4
15688,27,16,38,4914.0,146413,1,0.079,1.046,0.198,4
15689,28,16,38,4914.0,48908,1,0.035,1.046,0.141,4
15690,29,16,38,4914.0,18661,1,0.026,1.046,0.041,4
15691,30,16,38,4914.0,22599,1,0.027,1.046,0.067,4
15692,31,16,38,4914.0,35912,1,0.029,1.046,0.148,4
15693,32,16,38,4914.0,24598,1,0.025,1.046,0.119,4
15694,33,16,38,4914.0,5481,1,0.019,1.046,0.065,5
15695,34,16,38,4914.0,12535,1,0.023,1.046,0.051,4
15696,35,16,38,4290.0,-7067,0,0.012,0.824,0.132,
15697,36,16,38,4290.0,-2044,1,0.015,0.824,0.142,
15698,37,16,38,4290.0,-2110,1,0.015,0.824,0.117,
15699,38,16,38,4290.0,8360,1,0.017,0.824,0.194,4
15700,39,16,38,4290.0,8639,1,0.017,0.824,0.198,4
15701,40,16,38,4290.0,2884,1,0.016,0.824,0.164,5
15702,41,16,38,4290.0,248,1,0.015,0.824,0.154,5
15703,8,17,38,3120.0,-4087,1,0.0,1.108,0.0,
15704,9,17,38,3120.0,-4087,1,0.0,1.108,0.0,
15705,10,17,38,3120.0,-4087,1,0.0,1.108,0.0,
15706,11,17,38,3120.0,-4087,1,0.0,1.108,0.0,
15707,12,17,38,3978.0,-7001,0,0.0,0.975,0.018,
15708,13,17,38,3978.0,-7001,0,0.0,0.975,0.008,
15709,14,17,38,3978.0,-7001,0,0.0,0.975,0.004,5
15710,15,17,38,3978.0,-7001,0,0.0,0.975,0.004,4
15711,16,17,38,3978.0,-7001,0,0.0,0.975,0.007,5
15712,17,17,38,3978.0,-7001,0,0.0,0.975,0.021,5
15713,18,17,38,3978.0,-7001,0,0.0,0.975,0.022,5
15714,19,17,38,4056.0,-7138,0,0.0,0.975,0.023,5
15715,20,17,38,4056.0,-7138,0,0.0,0.975,0.022,5
15716,21,17,38,4056.0,-7138,0,0.005,0.975,0.02,5
15717,22,17,38,4056.0,-7138,0,0.006,0.975,0.021,5
15718,23,17,38,4056.0,-7138,0,0.006,0.975,0.014,5
15719,24,17,38,4056.0,-7138,0,0.007,0.975,0.014,4
15720,25,17,38,4914.0,16464,1,0.027,1.046,0.036,4
15721,26,17,38,4914.0,100961,1,0.058,1.046,0.182,4
15722,27,17,38,4914.0,79123,1,0.047,1.046,0.195,4
15723,28,17,38,4914.0,36158,1,0.031,1.046,0.111,4
15724,29,17,38,4914.0,25839,1,0.03,1.046,0.043,4
15725,30,17,38,4914.0,26970,1,0.031,1.046,0.045,4
15726,31,17,38,4914.0,39626,1,0.03,1.046,0.166,4
15727,32,17,38,4914.0,20069,1,0.024,1.046,0.104,4
15728,33,17,38,4914.0,6520,1,0.019,1.046,0.069,5
15729,34,17,38,4914.0,7178,1,0.021,1.046,0.053,4
15730,35,17,38,4290.0,-7550,0,0.012,0.824,0.075,
15731,36,17,38,4290.0,-6805,0,0.014,0.824,0.104,
15732,37,17,38,4914.0,11611,1,0.014,1.046,0.194,3
15733,38,17,38,4914.0,19393,1,0.015,1.046,0.248,2
15734,39,17,38,4290.0,2730,1,0.016,0.824,0.161,5
15735,40,17,38,4290.0,78,1,0.016,0.824,0.13,5
15736,41,17,38,4290.0,-7550,0,0.012,0.824,0.118,
15737,42,17,38,4290.0,-7550,0,0.012,0.824,0.108,
15738,8,18,38,3120.0,-4087,1,0.0,1.108,0.0,
15739,9,18,38,3120.0,-4087,1,0.0,1.108,0.0,
15740,10,18,38,3120.0,-4087,1,0.0,1.108,0.0,
15741,11,18,38,3978.0,-7001,0,0.0,0.975,0.027,
15742,12,18,38,3978.0,-7001,0,0.0,0.975,0.017,4
15743,13,18,38,3978.0,-7001,0,0.005,0.975,0.012,4
15744,14,18,38,3978.0,-7001,0,0.006,0.975,0.004,3
15745,15,18,38,3978.0,-7001,0,0.006,0.975,0.005,3
15746,16,18,38,3978.0,-7001,0,0.0,0.975,0.0,4
15747,17,18,38,3978.0,-7001,0,0.0,0.975,0.02,4
15748,18,18,38,4056.0,-7138,0,0.0,0.975,0.022,5
15749,19,18,38,4056.0,-7138,0,0.004,0.975,0.018,5
15750,20,18,38,4056.0,-7138,0,0.004,0.975,0.018,5
15751,21,18,38,4056.0,-7138,0,0.005,0.975,0.021,5
15752,22,18,38,4056.0,-7138,0,0.006,0.975,0.023,5
15753,23,18,38,4056.0,-7138,0,0.007,0.975,0.019,5
15754,24,18,38,4149.6,-7303,0,0.007,0.975,0.019,4
15755,25,18,38,4914.0,39853,1,0.027,1.046,0.22,4
15756,26,18,38,4914.0,65342,1,0.038,1.046,0.228,4
15757,27,18,38,4914.0,45460,1,0.034,1.046,0.15,4
15758,28,18,38,4914.0,29257,1,0.03,1.046,0.077,4
15759,29,18,38,4914.0,13939,1,0.024,1.046,0.046,4
15760,30,18,38,4914.0,24215,1,0.027,1.046,0.078,4
15761,31,18,38,4914.0,30956,1,0.027,1.046,0.143,4
15762,32,18,38,4914.0,12828,1,0.021,1.046,0.09,4
15763,33,18,38,4914.0,2891,1,0.018,1.046,0.069,5
15764,34,18,38,4914.0,14110,1,0.023,1.046,0.068,3
15765,35,18,38,4290.0,-7550,0,0.012,0.824,0.071,
15766,36,18,38,4290.0,-7550,0,0.012,0.824,0.107,
15767,37,18,38,4290.0,-7550,0,0.013,0.824,0.083,
15768,38,18,38,4290.0,-7550,0,0.014,0.824,0.1,
15769,39,18,38,4290.0,-7267,0,0.013,0.824,0.119,
15770,40,18,38,4290.0,-2921,1,0.013,0.824,0.156,
15771,41,18,38,4290.0,-7550,0,0.011,0.824,0.096,
15772,42,18,38,4290.0,-7550,0,0.011,0.824,0.11,
15773,43,18,38,4290.0,-7550,0,0.011,0.824,0.096,
15774,44,18,38,4290.0,-7550,0,0.009,0.824,0.115,
15775,45,18,38,4290.0,-6125,1,0.008,1.182,0.132,
15776,46,18,38,4289.99,-7550,0,0.006,1.182,0.106,
15777,8,19,38,3120.0,-4087,1,0.0,1.108,0.0,
15778,9,19,38,3120.0,-4087,1,0.0,1.108,0.0,
15779,10,19,38,3120.0,-4087,1,0.0,1.108,0.0,
15780,11,19,38,3978.0,-7001,0,0.0,0.975,0.029,4
15781,12,19,38,3978.0,-7001,0,0.006,0.975,0.016,3
15782,13,19,38,3978.0,-7001,0,0.005,0.975,0.009,3
15783,14,19,38,3978.0,-7001,0,0.006,0.975,0.01,2
15784,15,19,38,3978.0,-7001,0,0.006,0.975,0.007,2
15785,16,19,38,3978.0,-7001,0,0.006,0.975,0.042,3
15786,17,19,38,3978.0,-7001,0,0.006,0.975,0.043,3
15787,18,19,38,4056.0,-7138,0,0.005,0.975,0.036,4
15788,19,19,38,4056.0,-7138,0,0.005,0.975,0.017,5
15789,20,19,38,4056.0,-7138,0,0.005,0.975,0.011,5
15790,21,19,38,4056.0,-7138,0,0.005,0.975,0.019,5
15791,22,19,38,4056.0,-7138,0,0.006,0.975,0.026,5
15792,23,19,38,4149.59,-7303,0,0.008,0.975,0.021,4
15793,24,19,38,4149.59,-7303,0,0.007,0.975,0.02,4
15794,25,19,38,4914.0,37725,1,0.026,1.046,0.217,4
15795,26,19,38,4914.0,45432,1,0.03,1.046,0.214,4
15796,27,19,38,4914.0,13199,1,0.022,1.046,0.079,4
15797,28,19,38,4914.0,12662,1,0.022,1.046,0.068,4
15798,29,19,38,4914.0,9832,1,0.022,1.046,0.054,4
15799,30,19,38,4914.0,34279,1,0.03,1.046,0.123,4
15800,31,19,38,4914.0,30714,1,0.026,1.046,0.158,3
15801,32,19,38,4914.0,11621,1,0.022,1.046,0.077,3
15802,33,19,38,4914.0,5504,1,0.02,1.046,0.06,5
15803,34,19,38,4290.0,-7550,0,0.012,0.824,0.044,5
15804,35,19,38,4290.0,-7550,0,0.013,0.824,0.07,5
15805,36,19,38,4290.0,-7550,0,0.012,0.824,0.076,
15806,37,19,38,4290.0,-7550,0,0.011,0.824,0.096,
15807,38,19,38,4290.0,-7550,0,0.012,0.824,0.082,
15808,39,19,38,4290.0,-7550,0,0.01,0.824,0.108,
15809,40,19,38,4290.0,-7550,0,0.011,0.824,0.103,
15810,41,19,38,4290.0,-7550,0,0.011,0.824,0.115,
15811,42,19,38,4290.0,-7550,0,0.01,0.824,0.102,
15812,43,19,38,4290.0,-7550,0,0.011,0.824,0.105,
15813,44,19,38,4290.0,-7550,0,0.009,0.824,0.107,
15814,45,19,38,4289.99,-7550,0,0.006,1.182,0.102,
15815,46,19,38,4290.0,-7550,0,0.005,1.182,0.11,
15816,8,20,38,3120.0,-4087,1,0.0,1.108,0.0,
15817,9,20,38,3120.0,-4087,1,0.0,1.108,0.0,
15818,10,20,38,3978.0,-7001,0,0.0,0.975,0.008,4
15819,11,20,38,3978.0,-7001,0,0.005,0.975,0.01,3
15820,12,20,38,3978.0,-7001,0,0.005,0.975,0.009,2
15821,13,20,38,3978.0,-7001,0,0.005,0.975,0.012,2
15822,14,20,38,3978.0,-7001,0,0.006,0.975,0.011,2
15823,15,20,38,3978.0,-7001,0,0.006,0.975,0.033,1
15824,16,20,38,3978.0,-7001,0,0.006,0.975,0.033,1
15825,17,20,38,3978.0,-7001,0,0.005,0.975,0.051,2
15826,18,20,38,4056.0,-7138,0,0.005,0.975,0.051,3
15827,19,20,38,4056.0,-7138,0,0.005,0.975,0.024,4
15828,20,20,38,4056.0,-7138,0,0.005,0.975,0.011,5
15829,21,20,38,4056.0,-7138,0,0.007,0.975,0.023,5
15830,22,20,38,4149.6,-7303,0,0.006,0.975,0.027,5
15831,23,20,38,4149.59,-7303,0,0.008,0.975,0.022,5
15832,24,20,38,4914.0,1981,1,0.014,1.046,0.117,4
15833,25,20,38,4914.0,12819,1,0.017,1.046,0.156,4
15834,26,20,38,4914.0,19258,1,0.022,1.046,0.139,4
15835,27,20,38,4914.0,10649,1,0.022,1.046,0.059,4
15836,28,20,38,4914.0,16299,1,0.024,1.046,0.067,4
15837,29,20,38,4914.0,21003,1,0.027,1.046,0.054,4
15838,30,20,38,4914.0,42971,1,0.032,1.046,0.159,3
15839,31,20,38,4914.0,28340,1,0.028,1.046,0.11,3
15840,32,20,38,4914.0,8145,1,0.021,1.046,0.056,3
15841,33,20,38,4914.0,16353,1,0.024,1.046,0.078,3
15842,34,20,38,4290.0,-7550,0,0.011,0.824,0.032,5
15843,35,20,38,4290.0,-7550,0,0.014,0.824,0.068,5
15844,36,20,38,4290.0,-7550,0,0.012,0.824,0.044,
15845,37,20,38,4290.0,-7550,0,0.011,0.824,0.063,
15846,38,20,38,4290.0,-7550,0,0.01,0.824,0.096,
15847,39,20,38,4290.0,-7550,0,0.009,0.824,0.083,
15848,40,20,38,4290.0,-7550,0,0.011,0.824,0.099,
15849,41,20,38,4290.0,-7550,0,0.01,0.824,0.12,
15850,42,20,38,4290.0,-7550,0,0.009,0.824,0.104,
15851,43,20,38,4290.0,-7550,0,0.01,0.824,0.106,
15852,44,20,38,4290.0,-7550,0,0.009,0.824,0.103,
15853,45,20,38,4289.99,-7550,0,0.006,1.182,0.108,
15854,46,20,38,4290.0,-7550,0,0.005,1.182,0.133,
15855,47,20,38,4290.0,9951,1,0.013,1.182,0.176,
15856,8,21,38,3120.0,-4087,1,0.0,1.108,0.0,
15857,9,21,38,3120.0,-4087,1,0.0,1.108,0.0,4
15858,10,21,38,3978.0,-7001,0,0.004,0.975,0.006,3
15859,11,21,38,3978.0,-7001,0,0.005,0.975,0.008,2
15860,12,21,38,3978.0,-7001,0,0.005,0.975,0.009,2
15861,13,21,38,3978.0,-7001,0,0.006,0.975,0.009,1
15862,14,21,38,3978.0,-7001,0,0.006,0.975,0.006,0
15863,15,21,38,3978.0,-7001,0,0.006,0.975,0.032,0
15864,16,21,38,3978.0,-7001,0,0.006,0.975,0.036,0
15865,17,21,38,3978.0,-7001,0,0.006,0.975,0.038,0
15866,18,21,38,4056.0,-7138,0,0.005,0.975,0.027,0
15867,19,21,38,4149.6,-7303,0,0.005,0.975,0.02,3
15868,20,21,38,4056.0,-7138,0,0.007,0.975,0.023,4
15869,21,21,38,4055.99,-7138,0,0.008,0.975,0.024,5
15870,22,21,38,4149.59,-7303,0,0.008,0.975,0.025,5
15871,23,21,38,4149.59,-7303,0,0.008,0.975,0.026,5
15872,24,21,38,4914.0,-2408,1,0.013,1.046,0.104,4
15873,25,21,38,4914.0,2118,1,0.015,1.046,0.098,4
15874,26,21,38,4914.0,11153,1,0.022,1.046,0.063,4
15875,27,21,38,4914.0,19129,1,0.027,1.046,0.053,4
15876,28,21,38,4914.0,16047,1,0.025,1.046,0.051,4
15877,29,21,38,4914.0,27680,1,0.03,1.046,0.066,3
15878,30,21,38,4914.0,40696,1,0.031,1.046,0.164,3
15879,31,21,38,4914.0,32669,1,0.032,1.046,0.084,3
15880,32,21,38,4914.0,23505,1,0.029,1.046,0.057,2
15881,33,21,38,4914.0,28039,1,0.029,1.046,0.085,2
15882,34,21,38,4290.0,-7550,0,0.012,0.824,0.048,5
15883,35,21,38,4290.0,-7550,0,0.014,0.824,0.049,5
15884,36,21,38,4290.0,-7550,0,0.012,0.824,0.044,5
15885,37,21,38,4290.0,-7550,0,0.012,0.824,0.084,
15886,38,21,38,4290.0,-7550,0,0.011,0.824,0.091,
15887,39,21,38,4290.0,-7550,0,0.008,0.824,0.089,
15888,40,21,38,4290.0,-7550,0,0.009,0.824,0.143,
15889,41,21,38,4290.0,-7550,0,0.01,0.824,0.133,
15890,42,21,38,4290.0,-7550,0,0.009,0.824,0.131,
15891,43,21,38,4290.0,-7550,0,0.01,0.824,0.114,
15892,44,21,38,4290.0,-7550,0,0.009,0.824,0.096,
15893,45,21,38,4290.0,-7550,0,0.007,1.182,0.119,
15894,46,21,38,4290.0,-7550,0,0.005,1.182,0.117,
15895,47,21,38,4290.0,9077,1,0.014,1.182,0.175,
15896,8,22,38,3120.0,-4087,1,0.0,1.108,0.0,
15897,9,22,38,4149.6,-7303,0,0.0,0.975,0.003,4
15898,10,22,38,3978.0,-7001,0,0.004,0.975,0.004,2
15899,11,22,38,3978.0,-7001,0,0.006,0.975,0.004,2
15900,12,22,38,3978.0,-7001,0,0.005,0.975,0.008,1
15901,13,22,38,3978.0,-7001,0,0.005,0.975,0.01,0
15902,14,22,38,3978.0,-7001,0,0.006,0.975,0.009,0
15903,15,22,38,3978.0,-7001,0,0.006,0.975,0.034,0
15904,16,22,38,3978.0,-7001,0,0.006,0.975,0.022,0
15905,17,22,38,3978.0,-7001,0,0.006,0.975,0.025,0
15906,18,22,38,3978.0,-7001,0,0.005,0.975,0.025,0
15907,19,22,38,3977.99,-7001,0,0.009,0.975,0.025,0
15908,20,22,38,4055.99,-7138,0,0.01,0.975,0.014,3
15909,21,22,38,4056.0,-7138,0,0.007,0.975,0.017,3
15910,22,22,38,4149.59,-7303,0,0.008,0.975,0.017,3
15911,23,22,38,4914.0,-59,1,0.013,1.046,0.115,4
15912,24,22,38,4914.0,1326,1,0.013,1.046,0.12,4
15913,25,22,38,4914.0,-284,1,0.016,1.046,0.064,4
15914,26,22,38,4914.0,10390,1,0.022,1.046,0.062,4
15915,27,22,38,4914.0,15501,1,0.026,1.046,0.038,4
15916,28,22,38,4914.0,31250,1,0.034,1.046,0.028,3
15917,29,22,38,4914.0,32216,1,0.034,1.046,0.049,3
15918,30,22,38,4914.0,50146,1,0.037,1.046,0.137,3
15919,31,22,38,4914.0,60298,1,0.045,1.046,0.091,2
15920,32,22,38,4914.0,33036,1,0.033,1.046,0.056,2
15921,33,22,38,4914.0,34566,1,0.033,1.046,0.076,2
15922,34,22,38,4914.0,66844,1,0.046,1.046,0.126,1
15923,35,22,38,4290.0,-7550,0,0.014,0.824,0.054,5
15924,36,22,38,4290.0,-7550,0,0.011,0.824,0.036,5
15925,37,22,38,4290.0,-7550,0,0.012,0.824,0.093,5
15926,38,22,38,4290.0,-7550,0,0.011,0.824,0.102,5
15927,39,22,38,4290.0,-7550,0,0.008,0.824,0.081,5
15928,40,22,38,4290.0,-7550,0,0.009,0.824,0.082,
15929,41,22,38,4290.0,-7550,0,0.01,0.824,0.108,
15930,42,22,38,4290.0,-7550,0,0.01,0.824,0.136,
15931,43,22,38,4290.0,-7550,0,0.009,0.824,0.105,
15932,44,22,38,4290.0,-981,1,0.017,0.824,0.103,
15933,45,22,38,4290.0,-7550,0,0.005,1.182,0.09,
15934,46,22,38,4290.0,-3194,1,0.011,1.182,0.106,
15935,47,22,38,4243.2,732,1,0.012,1.108,0.129,
15936,7,23,38,3120.0,-4087,1,0.0,1.108,0.0,
15937,8,23,38,3120.0,-4087,1,0.0,1.108,0.0,
15938,9,23,38,3978.0,-7001,0,0.0,0.975,0.002,3
15939,10,23,38,4056.0,-7138,0,0.004,0.975,0.002,2
15940,11,23,38,3978.0,-7001,0,0.005,0.975,0.003,1
15941,12,23,38,3978.0,-7001,0,0.005,0.975,0.004,0
15942,13,23,38,3978.0,-7001,0,0.005,0.975,0.027,0
15943,14,23,38,3978.0,-7001,0,0.006,0.975,0.03,0
15944,15,23,38,3978.0,-7001,0,0.006,0.975,0.02,0
15945,16,23,38,3978.0,-7001,0,0.006,0.975,0.021,0
15946,17,23,38,3978.0,-7001,0,0.006,0.975,0.019,0
15947,18,23,38,3977.99,-7001,0,0.009,0.975,0.025,0
15948,19,23,38,3977.99,-7001,0,0.01,0.975,0.019,0
15949,20,23,38,4056.0,-7138,0,0.011,0.975,0.013,0
15950,21,23,38,4056.0,-7138,0,0.012,0.975,0.085,1
15951,22,23,38,4914.0,-8648,0,0.0,1.046,0.046,2
15952,23,23,38,4914.0,2199,1,0.013,1.046,0.123,3
15953,24,23,38,4914.0,8953,1,0.013,1.046,0.186,3
15954,25,23,38,4914.0,-2750,1,0.014,1.046,0.076,4
15955,27,23,38,4914.0,28847,1,0.033,1.046,0.031,3
15956,28,23,38,4914.0,46999,1,0.042,1.046,0.028,3
15957,29,23,38,4914.0,50037,1,0.041,1.046,0.063,2
15958,30,23,38,4914.0,52848,1,0.04,1.046,0.116,2
15959,31,23,38,4914.0,50468,1,0.041,1.046,0.071,2
