id,x,y,z,blockvalue,ton,destination,Au(oz/ton),period
63572,17,45,24,8365,1041.67,1,0.035,8
63573,18,45,24,-1375,1041.67,0,0.028,8
63574,19,45,24,-1375,1041.67,0,0.022,8
63575,20,45,24,-917,1041.67,1,0.024,8
63576,21,45,24,-1375,1041.67,0,0.021,8
63577,22,45,24,-1375,1041.67,0,0.03,8
63578,23,45,24,12583,1041.67,1,0.04,8
63579,24,45,24,23552,1041.67,1,0.053,5
63580,25,45,24,42958,1041.67,1,0.076,3
63581,26,45,24,53927,1041.67,1,0.089,2
63582,27,45,24,57302,1041.67,1,0.093,2
63583,28,45,24,59833,1041.67,1,0.096,2
63584,29,45,24,67427,1041.67,1,0.105,2
63585,30,45,24,75021,1041.67,1,0.114,2
63586,31,45,24,96115,1041.67,1,0.139,2
63587,32,45,24,127333,1041.67,1,0.176,2
63588,33,45,24,134927,1041.67,1,0.185,2
63589,34,45,24,96958,1041.67,1,0.14,2
63590,35,45,24,69115,1041.67,1,0.107,2
63591,36,45,24,41271,1041.67,1,0.074,2
63592,37,45,24,25240,1041.67,1,0.055,2
63593,38,45,24,15115,1041.67,1,0.043,2
63594,39,45,24,-1375,1041.67,0,0.025,2
63595,40,45,24,-1375,1041.67,0,0.021,2
63596,41,45,24,-1375,1041.67,0,0.011,2
63597,42,45,24,-1375,1041.67,0,0.01,3
63598,43,45,24,-1375,1041.67,0,0.01,5
63599,44,45,24,-1375,1041.67,0,0.01,9
63600,45,45,24,-1375,1041.67,0,0.01,9
63601,46,45,24,-1375,1041.67,0,0.01,
63602,10,46,24,16802,1041.67,1,0.045,8
63603,11,46,24,25240,1041.67,1,0.055,8
63604,12,46,24,33677,1041.67,1,0.065,7
63605,13,46,24,39583,1041.67,1,0.072,7
63606,14,46,24,-1375,1041.67,0,0.067,8
63607,15,46,24,-1375,1041.67,0,0.053,8
63608,16,46,24,12583,1041.67,1,0.04,9
63609,17,46,24,4990,1041.67,1,0.031,8
63610,18,46,24,-1375,1041.67,0,0.027,8
63611,19,46,24,-1375,1041.67,0,0.022,8
63612,20,46,24,1615,1041.67,1,0.027,8
63613,21,46,24,-1375,1041.67,0,0.024,8
63614,22,46,24,-1375,1041.67,0,0.029,8
63615,23,46,24,-1375,1041.67,0,0.04,7
63616,24,46,24,21865,1041.67,1,0.051,5
63617,25,46,24,38740,1041.67,1,0.071,3
63618,26,46,24,48021,1041.67,1,0.082,2
63619,27,46,24,53927,1041.67,1,0.089,2
63620,28,46,24,57302,1041.67,1,0.093,2
63621,29,46,24,63208,1041.67,1,0.1,2
63622,30,46,24,72490,1041.67,1,0.111,2
63623,31,46,24,84302,1041.67,1,0.125,2
63624,32,46,24,100333,1041.67,1,0.144,2
63625,33,46,24,99490,1041.67,1,0.143,2
63626,34,46,24,81771,1041.67,1,0.122,2
63627,35,46,24,56458,1041.67,1,0.092,2
63628,36,46,24,38740,1041.67,1,0.071,2
63629,37,46,24,25240,1041.67,1,0.055,2
63630,38,46,24,16802,1041.67,1,0.045,2
63631,39,46,24,-1375,1041.67,0,0.026,2
63632,40,46,24,-1375,1041.67,0,0.017,2
63633,41,46,24,-1375,1041.67,0,0.015,3
63634,42,46,24,-1375,1041.67,0,0.014,3
63635,43,46,24,-1375,1041.67,0,0.014,5
63636,44,46,24,-1375,1041.67,0,0.014,9
63637,45,46,24,-1375,1041.67,0,0.012,9
63638,46,46,24,-1375,1041.67,0,0.012,9
63639,47,46,24,-1375,1041.67,0,0.014,
63640,11,47,24,-1375,1041.67,0,0.038,9
63641,12,47,24,-1375,1041.67,0,0.045,9
63642,13,47,24,21021,1041.67,1,0.05,8
63643,14,47,24,-1375,1041.67,0,0.045,9
63644,15,47,24,-1375,1041.67,0,0.038,9
63645,16,47,24,4990,1041.67,1,0.031,9
63646,17,47,24,-1375,1041.67,0,0.025,9
63647,18,47,24,-1375,1041.67,0,0.022,8
63648,19,47,24,-1375,1041.67,0,0.021,8
63649,20,47,24,771,1041.67,1,0.026,8
63650,21,47,24,-1375,1041.67,0,0.024,8
63651,22,47,24,-1375,1041.67,0,0.027,7
63652,23,47,24,-1375,1041.67,0,0.033,7
63653,24,47,24,15958,1041.67,1,0.044,7
63654,25,47,24,31146,1041.67,1,0.062,3
63655,26,47,24,37896,1041.67,1,0.07,2
63656,27,47,24,42115,1041.67,1,0.075,2
63657,28,47,24,44646,1041.67,1,0.078,2
63658,29,47,24,48021,1041.67,1,0.082,2
63659,30,47,24,-1375,1041.67,0,0.095,2
63660,31,47,24,-1375,1041.67,0,0.109,2
63661,32,47,24,74177,1041.67,1,0.113,2
63662,33,47,24,69115,1041.67,1,0.107,2
63663,34,47,24,53083,1041.67,1,0.088,2
63664,35,47,24,39583,1041.67,1,0.072,2
63665,36,47,24,30302,1041.67,1,0.061,2
63666,37,47,24,21021,1041.67,1,0.05,2
63667,38,47,24,12583,1041.67,1,0.04,2
63668,39,47,24,-1375,1041.67,0,0.032,2
63669,40,47,24,-1375,1041.67,0,0.019,2
63670,41,47,24,-1375,1041.67,0,0.017,3
63671,42,47,24,-1375,1041.67,0,0.017,3
63672,43,47,24,-1375,1041.67,0,0.016,5
63673,44,47,24,-1375,1041.67,0,0.016,8
63674,45,47,24,-1375,1041.67,0,0.015,9
63675,46,47,24,-1375,1041.67,0,0.016,9
63676,47,47,24,-1375,1041.67,0,0.016,9
63677,48,47,24,-1375,1041.67,0,0.016,
63678,11,48,24,-1375,1041.67,0,0.023,9
63679,12,48,24,-1375,1041.67,0,0.027,9
63680,13,48,24,2458,1041.67,1,0.028,9
63681,14,48,24,-1375,1041.67,0,0.028,9
63682,15,48,24,-1375,1041.67,0,0.025,9
63683,16,48,24,-1375,1041.67,0,0.02,9
63684,17,48,24,-1375,1041.67,0,0.018,9
63685,18,48,24,-1375,1041.67,0,0.018,8
63686,19,48,24,-1375,1041.67,0,0.019,8
63687,20,48,24,-1375,1041.67,0,0.018,8
63688,21,48,24,-1375,1041.67,0,0.021,7
63689,22,48,24,-1375,1041.67,0,0.023,7
63690,23,48,24,-1375,1041.67,0,0.028,7
63691,24,48,24,10896,1041.67,1,0.038,7
63692,25,48,24,17646,1041.67,1,0.046,5
63693,26,48,24,28615,1041.67,1,0.059,2
63694,27,48,24,-1375,1041.67,0,0.061,2
63695,28,48,24,-1375,1041.67,0,0.058,2
63696,29,48,24,-1375,1041.67,0,0.062,2
63697,30,48,24,-1375,1041.67,0,0.076,2
63698,31,48,24,-1375,1041.67,0,0.088,2
63699,32,48,24,57302,1041.67,1,0.093,2
63700,33,48,24,47177,1041.67,1,0.081,2
63701,34,48,24,34521,1041.67,1,0.066,2
63702,35,48,24,25240,1041.67,1,0.055,2
63703,36,48,24,22708,1041.67,1,0.052,2
63704,37,48,24,17646,1041.67,1,0.046,2
63705,38,48,24,9208,1041.67,1,0.036,2
63706,39,48,24,-1375,1041.67,0,0.027,2
63707,40,48,24,-1375,1041.67,0,0.018,3
63708,41,48,24,-1375,1041.67,0,0.019,3
63709,42,48,24,-1375,1041.67,0,0.02,5
63710,43,48,24,-1375,1041.67,0,0.019,5
63711,44,48,24,-1375,1041.67,0,0.017,8
63712,45,48,24,-1375,1041.67,0,0.017,8
63713,46,48,24,-1375,1041.67,0,0.017,9
63714,47,48,24,-1375,1041.67,0,0.016,9
63715,48,48,24,-1375,1041.67,0,0.017,9
63716,49,48,24,-1375,1041.67,0,0.017,
63717,50,48,24,-1375,1041.67,0,0.017,
63718,11,49,24,-1375,1041.67,0,0.012,9
63719,12,49,24,-1375,1041.67,0,0.014,9
63720,13,49,24,-1375,1041.67,0,0.018,9
63721,14,49,24,-1375,1041.67,0,0.018,9
63722,15,49,24,-1375,1041.67,0,0.015,9
63723,16,49,24,-1375,1041.67,0,0.011,9
63724,17,49,24,-1375,1041.67,0,0.012,8
63725,18,49,24,-1375,1041.67,0,0.014,8
63726,19,49,24,-1375,1041.67,0,0.017,8
63727,20,49,24,-1375,1041.67,0,0.015,7
63728,21,49,24,-1375,1041.67,0,0.018,7
63729,22,49,24,-1375,1041.67,0,0.02,7
63730,23,49,24,-1375,1041.67,0,0.023,7
63731,24,49,24,-1375,1041.67,0,0.032,7
63732,25,49,24,13427,1041.67,1,0.041,5
63733,26,49,24,23552,1041.67,1,0.053,3
63734,27,49,24,-1375,1041.67,0,0.049,2
63735,28,49,24,-1375,1041.67,0,0.042,2
63736,29,49,24,-1375,1041.67,0,0.047,2
63737,30,49,24,-1375,1041.67,0,0.062,2
63738,31,49,24,-1375,1041.67,0,0.074,2
63739,32,49,24,43802,1041.67,1,0.077,2
63740,33,49,24,34521,1041.67,1,0.066,2
63741,34,49,24,22708,1041.67,1,0.052,2
63742,35,49,24,13427,1041.67,1,0.041,2
63743,36,49,24,19333,1041.67,1,0.048,2
63744,37,49,24,16802,1041.67,1,0.045,2
63745,38,49,24,5833,1041.67,1,0.032,2
63746,39,49,24,-1375,1041.67,0,0.018,3
63747,40,49,24,-1375,1041.67,0,0.014,3
63748,41,49,24,-1375,1041.67,0,0.019,5
63749,42,49,24,-1375,1041.67,0,0.023,5
63750,43,49,24,-1375,1041.67,0,0.021,6
63751,44,49,24,-1375,1041.67,0,0.018,7
63752,45,49,24,-1375,1041.67,0,0.017,8
63753,46,49,24,-1375,1041.67,0,0.016,8
63754,47,49,24,-1375,1041.67,0,0.017,9
63755,48,49,24,-1375,1041.67,0,0.018,9
63756,49,49,24,-1375,1041.67,0,0.019,9
63757,50,49,24,-1375,1041.67,0,0.02,
63758,11,50,24,-1375,1041.67,0,0.013,9
63759,12,50,24,-1375,1041.67,0,0.013,9
63760,13,50,24,-1375,1041.67,0,0.016,9
63761,14,50,24,-1375,1041.67,0,0.013,9
63762,15,50,24,-1375,1041.67,0,0.009,9
63763,16,50,24,-1375,1041.67,0,0.006,8
63764,17,50,24,-1375,1041.67,0,0.007,8
63765,18,50,24,-1375,1041.67,0,0.01,8
63766,19,50,24,-1375,1041.67,0,0.011,7
63767,20,50,24,-1375,1041.67,0,0.017,7
63768,21,50,24,-1375,1041.67,0,0.019,7
63769,22,50,24,-1375,1041.67,0,0.019,7
63770,23,50,24,-1375,1041.67,0,0.023,7
63771,24,50,24,-1375,1041.67,0,0.03,7
63772,25,50,24,10052,1041.67,1,0.037,5
63773,26,50,24,13427,1041.67,1,0.041,3
63774,27,50,24,-1375,1041.67,0,0.045,3
63775,28,50,24,-1375,1041.67,0,0.037,2
63776,29,50,24,-1375,1041.67,0,0.043,2
63777,30,50,24,-1375,1041.67,0,0.055,2
63778,31,50,24,-1375,1041.67,0,0.065,2
63779,32,50,24,-1375,1041.67,0,0.069,2
63780,33,50,24,28615,1041.67,1,0.059,2
63781,34,50,24,-1375,1041.67,0,0.051,2
63782,35,50,24,-1375,1041.67,0,0.047,2
63783,36,50,24,-1375,1041.67,0,0.048,2
63784,37,50,24,14271,1041.67,1,0.042,2
63785,38,50,24,3302,1041.67,1,0.029,3
63786,39,50,24,-1375,1041.67,0,0.016,3
63787,40,50,24,-1375,1041.67,0,0.011,5
63788,41,50,24,-1375,1041.67,0,0.018,5
63789,42,50,24,-1375,1041.67,0,0.024,6
63790,43,50,24,-1375,1041.67,0,0.021,7
63791,44,50,24,-1375,1041.67,0,0.017,7
63792,45,50,24,-1375,1041.67,0,0.016,7
63793,46,50,24,-1375,1041.67,0,0.017,7
63794,47,50,24,-1375,1041.67,0,0.016,8
63795,48,50,24,-1375,1041.67,0,0.018,9
63796,49,50,24,-1375,1041.67,0,0.02,9
63797,50,50,24,-1375,1041.67,0,0.021,9
63798,51,50,24,-1375,1041.67,0,0.021,
63799,11,51,24,-1375,1041.67,0,0.013,9
63800,12,51,24,-1375,1041.67,0,0.014,9
63801,13,51,24,-1375,1041.67,0,0.016,9
63802,14,51,24,-1375,1041.67,0,0.014,9
63803,15,51,24,-1375,1041.67,0,0.008,8
63804,16,51,24,-1375,1041.67,0,0.006,8
63805,17,51,24,-1375,1041.67,0,0.006,8
63806,18,51,24,-1375,1041.67,0,0.009,7
63807,19,51,24,-1375,1041.67,0,0.013,7
63808,20,51,24,-1375,1041.67,0,0.016,7
63809,21,51,24,-1375,1041.67,0,0.019,7
63810,22,51,24,-1375,1041.67,0,0.02,7
63811,23,51,24,-1375,1041.67,0,0.021,7
63812,24,51,24,4990,1041.67,1,0.031,7
63813,25,51,24,10052,1041.67,1,0.037,5
63814,26,51,24,13427,1041.67,1,0.041,4
63815,27,51,24,-1375,1041.67,0,0.041,3
63816,28,51,24,-1375,1041.67,0,0.042,3
63817,29,51,24,-1375,1041.67,0,0.049,2
63818,30,51,24,-1375,1041.67,0,0.055,2
63819,31,51,24,-1375,1041.67,0,0.059,2
63820,32,51,24,-1375,1041.67,0,0.057,2
63821,33,51,24,-1375,1041.67,0,0.054,2
63822,34,51,24,21865,1041.67,1,0.051,2
63823,35,51,24,-1375,1041.67,0,0.049,2
63824,36,51,24,-1375,1041.67,0,0.044,2
63825,37,51,24,7521,1041.67,1,0.034,3
63826,38,51,24,-1375,1041.67,0,0.023,3
63827,39,51,24,-1375,1041.67,0,0.018,5
63828,40,51,24,-1375,1041.67,0,0.016,5
63829,41,51,24,-1375,1041.67,0,0.019,6
63830,42,51,24,-1375,1041.67,0,0.02,6
63831,43,51,24,-1375,1041.67,0,0.019,6
63832,44,51,24,-1375,1041.67,0,0.016,6
63833,45,51,24,-1375,1041.67,0,0.014,6
63834,46,51,24,-1375,1041.67,0,0.015,6
63835,47,51,24,-1375,1041.67,0,0.016,7
63836,48,51,24,-1375,1041.67,0,0.018,8
63837,49,51,24,-1375,1041.67,0,0.021,9
63838,50,51,24,-1375,1041.67,0,0.02,9
63839,51,51,24,-1375,1041.67,0,0.021,9
63840,52,51,24,-1375,1041.67,0,0.021,
63841,11,52,24,-1375,1041.67,0,0.013,9
63842,12,52,24,-1375,1041.67,0,0.016,9
63843,13,52,24,-1375,1041.67,0,0.016,9
63844,14,52,24,-1375,1041.67,0,0.014,9
63845,15,52,24,-1375,1041.67,0,0.011,8
63846,16,52,24,-1375,1041.67,0,0.007,8
63847,17,52,24,-1375,1041.67,0,0.008,7
63848,18,52,24,-1375,1041.67,0,0.01,7
63849,19,52,24,-1375,1041.67,0,0.014,7
63850,20,52,24,-1375,1041.67,0,0.017,7
63851,21,52,24,-1375,1041.67,0,0.019,7
63852,22,52,24,-1375,1041.67,0,0.022,7
63853,23,52,24,-1375,1041.67,0,0.024,5
63854,24,52,24,-1375,1041.67,0,0.026,5
63855,25,52,24,-1375,1041.67,0,0.031,5
63856,26,52,24,8365,1041.67,1,0.035,5
63857,27,52,24,-1375,1041.67,0,0.036,4
63858,28,52,24,-1375,1041.67,0,0.037,3
63859,29,52,24,-1375,1041.67,0,0.036,3
63860,30,52,24,-1375,1041.67,0,0.042,2
63861,31,52,24,-1375,1041.67,0,0.051,2
63862,32,52,24,-1375,1041.67,0,0.043,2
63863,33,52,24,-1375,1041.67,0,0.044,2
63864,34,52,24,-1375,1041.67,0,0.036,2
63865,35,52,24,-1375,1041.67,0,0.035,2
63866,36,52,24,-1375,1041.67,0,0.032,3
63867,37,52,24,2458,1041.67,1,0.028,3
63868,38,52,24,-1375,1041.67,0,0.023,5
63869,39,52,24,-1375,1041.67,0,0.02,5
63870,40,52,24,-1375,1041.67,0,0.018,6
63871,41,52,24,-1375,1041.67,0,0.017,6
63872,42,52,24,-1375,1041.67,0,0.017,6
63873,43,52,24,-1375,1041.67,0,0.017,6
63874,44,52,24,-1375,1041.67,0,0.016,6
63875,45,52,24,-1375,1041.67,0,0.015,6
63876,46,52,24,-1375,1041.67,0,0.015,6
63877,47,52,24,-1375,1041.67,0,0.016,6
63878,48,52,24,-1375,1041.67,0,0.018,7
63879,49,52,24,-1375,1041.67,0,0.02,8
63880,50,52,24,-1375,1041.67,0,0.02,9
63881,51,52,24,-1375,1041.67,0,0.021,9
63882,52,52,24,-1375,1041.67,0,0.021,9
63883,53,52,24,-1375,1041.67,0,0.02,
63884,11,53,24,-1375,1041.67,0,0.02,9
63885,12,53,24,-1375,1041.67,0,0.02,9
63886,13,53,24,-1375,1041.67,0,0.019,9
63887,14,53,24,-1375,1041.67,0,0.016,8
63888,15,53,24,-1375,1041.67,0,0.013,8
63889,16,53,24,-1375,1041.67,0,0.012,7
63890,17,53,24,-1375,1041.67,0,0.013,7
63891,18,53,24,-1375,1041.67,0,0.017,7
63892,19,53,24,-1375,1041.67,0,0.017,5
63893,20,53,24,-1375,1041.67,0,0.02,5
63894,21,53,24,-1375,1041.67,0,0.022,5
63895,22,53,24,-1375,1041.67,0,0.026,5
63896,23,53,24,-1375,1041.67,0,0.027,5
63897,24,53,24,-1375,1041.67,0,0.03,5
63898,25,53,24,-1375,1041.67,0,0.031,5
63899,26,53,24,5833,1041.67,1,0.032,5
63900,27,53,24,-1375,1041.67,0,0.033,5
63901,28,53,24,-1375,1041.67,0,0.033,4
63902,29,53,24,-1375,1041.67,0,0.034,3
63903,30,53,24,-1375,1041.67,0,0.034,3
63904,31,53,24,-1375,1041.67,0,0.034,3
63905,32,53,24,-1375,1041.67,0,0.034,3
63906,33,53,24,-1375,1041.67,0,0.033,3
63907,34,53,24,-1375,1041.67,0,0.033,3
63908,35,53,24,-1375,1041.67,0,0.03,3
63909,36,53,24,-1375,1041.67,0,0.027,3
63910,37,53,24,-1375,1041.67,0,0.025,5
63911,38,53,24,-1375,1041.67,0,0.022,5
63912,39,53,24,-1375,1041.67,0,0.02,6
63913,40,53,24,-1375,1041.67,0,0.019,6
63914,41,53,24,-1375,1041.67,0,0.016,6
63915,42,53,24,-1375,1041.67,0,0.016,6
63916,43,53,24,-1375,1041.67,0,0.016,6
63917,44,53,24,-1375,1041.67,0,0.016,6
63918,45,53,24,-1375,1041.67,0,0.016,6
63919,46,53,24,-1375,1041.67,0,0.016,6
63920,47,53,24,-1375,1041.67,0,0.016,6
63921,48,53,24,-1375,1041.67,0,0.018,6
63922,49,53,24,-1375,1041.67,0,0.019,7
63923,50,53,24,-1375,1041.67,0,0.02,8
63924,51,53,24,-1375,1041.67,0,0.02,9
63925,52,53,24,-1375,1041.67,0,0.02,9
63926,53,53,24,-1375,1041.67,0,0.019,9
63927,12,54,24,4146,1041.67,1,0.03,9
63928,13,54,24,1615,1041.67,1,0.027,9
63929,14,54,24,-1375,1041.67,0,0.023,8
63930,15,54,24,-1375,1041.67,0,0.018,8
63931,16,54,24,-1375,1041.67,0,0.016,7
63932,17,54,24,-1375,1041.67,0,0.018,7
63933,18,54,24,-1375,1041.67,0,0.02,5
63934,19,54,24,-1375,1041.67,0,0.021,4
63935,20,54,24,-1375,1041.67,0,0.024,4
63936,21,54,24,-1375,1041.67,0,0.028,4
63937,22,54,24,3302,1041.67,1,0.029,4
63938,23,54,24,-1375,1041.67,0,0.03,4
63939,24,54,24,-1375,1041.67,0,0.031,4
63940,25,54,24,4146,1041.67,1,0.03,5
63941,26,54,24,4146,1041.67,1,0.03,5
63942,27,54,24,-1375,1041.67,0,0.031,5
63943,28,54,24,-1375,1041.67,0,0.033,5
63944,29,54,24,-1375,1041.67,0,0.033,4
63945,30,54,24,-1375,1041.67,0,0.032,3
63946,31,54,24,-1375,1041.67,0,0.032,3
63947,32,54,24,-1375,1041.67,0,0.032,3
63948,33,54,24,-1375,1041.67,0,0.03,3
63949,34,54,24,-1375,1041.67,0,0.029,3
63950,35,54,24,-1375,1041.67,0,0.026,3
63951,36,54,24,-1375,1041.67,0,0.023,5
63952,37,54,24,-1375,1041.67,0,0.022,5
63953,38,54,24,-1375,1041.67,0,0.02,6
63954,39,54,24,-1375,1041.67,0,0.02,6
63955,40,54,24,-1375,1041.67,0,0.015,6
63956,41,54,24,-1375,1041.67,0,0.015,6
63957,42,54,24,-1375,1041.67,0,0.015,6
63958,43,54,24,-1375,1041.67,0,0.015,6
63959,44,54,24,-1375,1041.67,0,0.015,6
63960,45,54,24,-1375,1041.67,0,0.015,6
63961,46,54,24,-1375,1041.67,0,0.015,6
63962,47,54,24,-1375,1041.67,0,0.016,6
63963,48,54,24,-1375,1041.67,0,0.016,6
63964,49,54,24,-1375,1041.67,0,0.017,6
63965,50,54,24,-1375,1041.67,0,0.018,7
63966,51,54,24,-1375,1041.67,0,0.018,8
63967,52,54,24,-1375,1041.67,0,0.018,9
63968,53,54,24,-1375,1041.67,0,0.019,9
63969,54,54,24,-1375,1041.67,0,0.019,
63970,12,55,24,15958,1041.67,1,0.044,8
63971,13,55,24,9208,1041.67,1,0.036,8
63972,14,55,24,-1375,1041.67,0,0.027,8
63973,15,55,24,-1375,1041.67,0,0.02,7
63974,16,55,24,-1375,1041.67,0,0.016,7
63975,17,55,24,-1375,1041.67,0,0.017,5
63976,18,55,24,-1375,1041.67,0,0.021,4
63977,19,55,24,-1375,1041.67,0,0.024,4
63978,20,55,24,-1375,1041.67,0,0.03,4
63979,21,55,24,-1375,1041.67,0,0.035,4
63980,22,55,24,10052,1041.67,1,0.037,4
63981,23,55,24,-1375,1041.67,0,0.035,4
63982,24,55,24,-1375,1041.67,0,0.03,4
63983,25,55,24,-1375,1041.67,0,0.026,4
63984,26,55,24,-1375,1041.67,0,0.027,4
63985,27,55,24,3302,1041.67,1,0.029,4
63986,28,55,24,-1375,1041.67,0,0.031,4
63987,29,55,24,-1375,1041.67,0,0.031,5
63988,30,55,24,-1375,1041.67,0,0.029,5
63989,31,55,24,-1375,1041.67,0,0.029,4
63990,32,55,24,-1375,1041.67,0,0.029,3
63991,33,55,24,-1375,1041.67,0,0.027,5
63992,34,55,24,-1375,1041.67,0,0.025,5
63993,35,55,24,-1375,1041.67,0,0.023,5
63994,36,55,24,-1375,1041.67,0,0.022,5
63995,37,55,24,-1375,1041.67,0,0.02,6
63996,38,55,24,-1375,1041.67,0,0.019,6
63997,39,55,24,-1375,1041.67,0,0.016,6
63998,40,55,24,-1375,1041.67,0,0.014,6
63999,41,55,24,-1375,1041.67,0,0.014,6
64000,42,55,24,-1375,1041.67,0,0.014,6
64001,43,55,24,-1375,1041.67,0,0.015,6
64002,44,55,24,-1375,1041.67,0,0.014,6
64003,45,55,24,-1375,1041.67,0,0.013,6
64004,46,55,24,-1375,1041.67,0,0.014,6
64005,47,55,24,-1375,1041.67,0,0.015,6
64006,48,55,24,-1375,1041.67,0,0.015,6
64007,49,55,24,-1375,1041.67,0,0.015,6
64008,50,55,24,-1375,1041.67,0,0.016,6
64009,51,55,24,-1375,1041.67,0,0.016,7
64010,52,55,24,-1375,1041.67,0,0.017,9
64011,53,55,24,-1375,1041.67,0,0.017,9
64012,54,55,24,-1375,1041.67,0,0.018,9
64013,12,56,24,29458,1041.67,1,0.06,8
64014,13,56,24,19333,1041.67,1,0.048,8
64015,14,56,24,4146,1041.67,1,0.03,7
64016,15,56,24,-1375,1041.67,0,0.015,7
64017,16,56,24,-1375,1041.67,0,0.009,5
64018,17,56,24,-1375,1041.67,0,0.012,4
64019,18,56,24,-1375,1041.67,0,0.02,4
64020,19,56,24,-1375,1041.67,0,0.027,4
64021,20,56,24,10052,1041.67,1,0.037,4
64022,21,56,24,-1375,1041.67,0,0.046,4
64023,22,56,24,20177,1041.67,1,0.049,4
64024,23,56,24,-1375,1041.67,0,0.04,4
64025,24,56,24,-1375,1041.67,0,0.025,4
64026,25,56,24,-1375,1041.67,0,0.02,4
64027,26,56,24,-1375,1041.67,0,0.022,4
64028,27,56,24,-1375,1041.67,0,0.027,4
64029,28,56,24,-1375,1041.67,0,0.031,4
64030,29,56,24,-1375,1041.67,0,0.032,4
64031,30,56,24,-1375,1041.67,0,0.032,5
64032,31,56,24,-1375,1041.67,0,0.031,5
64033,32,56,24,-1375,1041.67,0,0.028,5
64034,33,56,24,-1375,1041.67,0,0.025,5
64035,34,56,24,-1375,1041.67,0,0.022,5
64036,35,56,24,-1375,1041.67,0,0.02,5
64037,36,56,24,-1375,1041.67,0,0.019,6
64038,37,56,24,-1375,1041.67,0,0.018,6
64039,38,56,24,-1375,1041.67,0,0.017,6
64040,39,56,24,-1375,1041.67,0,0.015,6
64041,40,56,24,-1375,1041.67,0,0.013,6
64042,41,56,24,-1375,1041.67,0,0.013,6
64043,42,56,24,-1375,1041.67,0,0.013,6
64044,43,56,24,-1375,1041.67,0,0.013,6
64045,44,56,24,-1375,1041.67,0,0.013,6
64046,45,56,24,-1375,1041.67,0,0.014,6
64047,46,56,24,-1375,1041.67,0,0.014,6
64048,47,56,24,-1375,1041.67,0,0.014,6
64049,48,56,24,-1375,1041.67,0,0.013,6
64050,49,56,24,-1375,1041.67,0,0.013,6
64051,50,56,24,-1375,1041.67,0,0.014,6
64052,51,56,24,-1375,1041.67,0,0.014,6
64053,52,56,24,-1375,1041.67,0,0.015,8
64054,53,56,24,-1375,1041.67,0,0.016,9
64055,54,56,24,-1375,1041.67,0,0.016,9
64056,12,57,24,43802,1041.67,1,0.077,6
64057,13,57,24,25240,1041.67,1,0.055,7
64058,14,57,24,-1375,1041.67,0,0.03,7
64059,15,57,24,-1375,1041.67,0,0.01,5
64060,16,57,24,-1375,1041.67,0,0.001,4
64061,17,57,24,-1375,1041.67,0,0.008,4
64062,18,57,24,-1375,1041.67,0,0.019,4
64063,19,57,24,-1375,1041.67,0,0.031,4
64064,20,57,24,15115,1041.67,1,0.043,4
64065,21,57,24,25240,1041.67,1,0.055,4
64066,22,57,24,33677,1041.67,1,0.065,4
64067,23,57,24,-1375,1041.67,0,0.047,4
64068,24,57,24,-1375,1041.67,0,0.016,4
64069,25,57,24,-1375,1041.67,0,0.01,4
64070,26,57,24,-1375,1041.67,0,0.019,4
64071,27,57,24,-1375,1041.67,0,0.025,4
64072,28,57,24,-1375,1041.67,0,0.03,4
64073,29,57,24,-1375,1041.67,0,0.033,4
64074,30,57,24,-1375,1041.67,0,0.035,4
64075,31,57,24,-1375,1041.67,0,0.034,5
64076,32,57,24,-1375,1041.67,0,0.027,5
64077,33,57,24,-1375,1041.67,0,0.022,5
64078,34,57,24,-1375,1041.67,0,0.019,6
64079,35,57,24,-1375,1041.67,0,0.018,6
64080,36,57,24,-1375,1041.67,0,0.017,6
64081,37,57,24,-1375,1041.67,0,0.017,6
64082,38,57,24,-1375,1041.67,0,0.016,6
64083,39,57,24,-1375,1041.67,0,0.014,6
64084,40,57,24,-1375,1041.67,0,0.012,6
64085,41,57,24,-1375,1041.67,0,0.011,6
64086,42,57,24,-1375,1041.67,0,0.011,6
64087,43,57,24,-1375,1041.67,0,0.012,6
64088,44,57,24,-1375,1041.67,0,0.013,6
64089,45,57,24,-1375,1041.67,0,0.014,6
64090,46,57,24,-1375,1041.67,0,0.015,6
64091,47,57,24,-1375,1041.67,0,0.013,6
64092,48,57,24,-1375,1041.67,0,0.011,6
64093,49,57,24,-1375,1041.67,0,0.011,6
64094,50,57,24,-1375,1041.67,0,0.012,6
64095,51,57,24,-1375,1041.67,0,0.013,6
64096,52,57,24,-1375,1041.67,0,0.014,7
64097,53,57,24,-1375,1041.67,0,0.015,8
64098,54,57,24,-1375,1041.67,0,0.015,9
64099,55,57,24,-1375,1041.67,0,0.016,
64100,11,58,24,-1375,1041.67,0,0.065,9
64101,12,58,24,34521,1041.67,1,0.066,6
64102,13,58,24,22708,1041.67,1,0.052,7
64103,14,58,24,4990,1041.67,1,0.031,5
64104,15,58,24,-1375,1041.67,0,0.015,4
64105,16,58,24,-1375,1041.67,0,0.008,4
64106,17,58,24,-1375,1041.67,0,0.014,4
64107,18,58,24,-1375,1041.67,0,0.024,4
64108,19,58,24,-1375,1041.67,0,0.035,4
64109,20,58,24,17646,1041.67,1,0.046,4
64110,21,58,24,26083,1041.67,1,0.056,4
64111,22,58,24,33677,1041.67,1,0.065,4
64112,23,58,24,-1375,1041.67,0,0.048,4
64113,24,58,24,-1375,1041.67,0,0.018,4
